CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well
22a07389,8850,28.2,355,5210,189,42.7,1410,0.2,4746,1.74,Undersaturated,59400,Weak,0.204,0.58,120,0.223,120,1260,21,48.5,265.01,0.36,826792,83.85,NA,0.25,NA,0.91,0.41,NA,NA,2,3,8.7,142000,700,700,89800,NA,NA,15,23305.59181981454
0dfa7719,2520,18.6,337,1690,127,30,160,NA,600,1.05,Highly Undersaturated,78600,Weak,0.159,0.57,110,0.331,70,500,29.9,45.4,150.31,83.93,17543,246.95,117,NA,0.289,0.923,0.1874,NA,NA,1,2,14.5,57000,47600,NA,105400,0,29,17,15820.151734325818
02a077a0,7450,22.4,112,3920,176,12.8,NA,156.1,79,1.03,Very Highly Undersaturated,NA,Very Strong,0.271,0.7,2500,0.305,1350,490,21,27.7,103.14,1060.18,579,548.32,6,0.45,NA,0.87,NA,3.35,NA,16,NA,25,54000,206500,0,76500,0,5,1,83762.7085266367
2f2eccee,6920,15.9,158,4370,158,22.6,140,9.6,955,1.0542,Undersaturated,54500,Weak,0.182,0.67,160,0.291,NA,290,36.2,37.8,103.52,641.89,10982,744.35,106,0.54,0.304,0.889,0.343,NA,NA,NA,NA,59.2,NA,35600,0,NA,0,12,5,39720.54256022384
4c59bca9,4730,33.4,97,2150,162,28.4,130,2.7,673,1.06,Undersaturated,51800,Strong,0.164,0.75,460,0.288,290,430,20.2,22.2,86.75,10.47,9827,0,113,NA,0.2565,NA,0.252,NA,NA,2,NA,52.3,39800,1000,0,0,NA,14,0,31156.98338618635
c771eda2,5980,27.7,337,2870,184,28.6,100,4,533,1.046,Undersaturated,45900,Strong,0.236,0.69,450,0.272,420,1750,17.6,NA,308.63,89.89,23774,0,77,0.39,NA,NA,0.5283,NA,NA,8,15,15.4,159000,27700,0,0,NA,13,0,NA
b6eb6aee,3540,26.1,124,1780,137,20.6,180,9,1634,1.081,Near Saturation,108800,Weak,0.123,0.38,140,0.414,NA,120,24.9,28.2,30.85,174.39,5537,209.18,180,0.56,NA,NA,NA,NA,NA,NA,NA,35.1,13000,16800,0,22600,0,18,12,27082.80640836165
386a60fc,7330,23.8,54,6610,201,36.5,1860,0.3,6010,1.47,Near Saturation,93700,Weak,0.121,0.76,120,0.321,90,110,19.4,48.3,22.14,0,79484,8.83,3591,NA,NA,0.9402,0.3042,NA,NA,0,NA,6.2,14000,0,100,12500,100,14,12,35024.88780551565
78bdb285,1160,18.3,59,910,103,35.2,210,3.5,773,1.059,Undersaturated,115400,Weak,0.114,0.68,90,0.42,40,70,0.4,0.4,0.27,0,54,0.56,202,0.08,0.32,0.9159,0.44,4.04,NA,0,0,32.6,5200,0,0,36000,36700,73,60,6294.1942766821485
d5395501,9860,27,143,4890,216,22.7,290,2.9,1909,1.11,Near Saturation,58200,Medium,0.257,0.46,410,0.291,370,410,35.9,37.4,147.12,59.46,31343,0,213,NA,0.23,0.611,0.2202,NA,NA,NA,3,59.8,45000,6900,0,0,0,9,NA,56231.7389790318
f5395128,6680,20.9,134,4390,142,47.5,620,0.6,1858,1.2,Undersaturated,34700,None,0.221,0.6,110,0.19,90,400,35.5,48.9,142.9,55.39,65942,226.25,461,0.47,0.25,NA,0.371,NA,2.06,1,1,20.2,30600,23200,0,45700,0,20,12,21122.061832014006
94ee30e8,8810,29,323,4160,236,15.1,50,NA,530,1.045,Undersaturated,31800,Very Strong,0.218,0.81,1530,NA,930,1450,28,32.4,405.92,2514.54,14425,1688.36,NA,NA,NA,NA,0.2567,NA,2.34,25,49,31.7,164000,316900,0,194900,0,5,1,92281.98709583958
d2955037,9840,38.4,412,4720,209,22.1,170,3.7,1228,1.0776,Undersaturated,NA,Very Strong,0.247,0.64,760,0.256,630,3180,19.6,28.5,624.31,462.28,79437,0,NA,0.39,0.235,0.93,0.3904,NA,NA,19,23,12.2,334100,200600,NA,0,0,10,0,44064.92619921395
20a6c2a3,7440,NA,412,3890,189,36.7,820,0.4,3547,1.41,Undersaturated,82900,Weak,0.152,0.62,150,0.304,110,430,25.4,56.7,109.3,2.82,91652,107,839,0.43,NA,0.976,0.4176,NA,NA,5,4,9.5,41000,5300,0,57600,2900,7,6,72527.91530046712
bbb43478,11380,19.1,390,5610,235,22.6,210,NA,1485,1.094,NA,19600,Very Strong,0.269,0.71,1090,0.205,900,1520,45.7,51,696.42,1863.05,109346,0,NA,0.56,NA,0.921,0.197,NA,NA,25,NA,35.1,121000,296300,0,0,0,5,0,88890.47522283043
98b1d9ee,10390,32.4,34,5330,210,13.1,30,49.7,431,1.039,Undersaturated,47800,Very Strong,0.276,0.64,1510,0.338,1180,170,22.8,26,38.63,621.01,885,518.97,23,0.49,0.28,0.87,0.3691,NA,1.401,2,NA,51.2,15000,45800,0,33700,0,6,2,NA
f192b774,1170,20.4,230,1750,104,31.9,290,4,1581,1.064,Undersaturated,122400,Weak,0.103,0.8,40,0.44,20,300,21.4,29.2,63.54,196.24,18481,269.73,291,0.56,NA,NA,0.455,NA,NA,1,1,14.3,22000,91900,0,151500,0,NA,73,NA
1b54df2c,2720,13.5,119,1560,118,12.8,40,522.5,527,1.03,Undersaturated,107700,Medium,0.173,0.49,320,0.431,NA,110,8.2,15,8.9,61.15,298,74.44,33,0.48,0.3112,0.75,0.21,NA,1.769,1,2,11.8,NA,21700,0,NA,0,16,7,28021.453567329445
45e11779,11020,11.9,233,NA,248,31.8,130,1.3,628,1.07,Highly Undersaturated,6800,Very Strong,0.279,0.61,1920,0.169,NA,610,44.1,48.7,268.66,1808.83,26075,0,97,0.52,NA,NA,0.41,NA,NA,NA,32,45.5,75000,239500,0,0,NA,4,0,104233.11578820285
1b6d87bf,11900,26.4,171,5890,262,15.4,140,9,NA,1.078,Near Saturation,13400,Very Strong,0.272,0.7,3950,0.211,3230,800,23.6,42.8,189.25,331.87,19754,272.06,104,NA,0.22,NA,0.3643,NA,NA,NA,44,10.2,61000,437400,0,107100,0,4,1,NA
42a64428,2600,17.5,298,2100,126,45.1,500,0.8,1927,1.199,Undersaturated,NA,Weak,0.147,0.64,70,0.31,60,430,15.8,NA,67.23,0.03,405062,44.65,6025,0.36,NA,NA,0.2974,NA,NA,1,1,23.4,33000,100,100,122200,NA,38,41,NA
5f5faa55,10950,26.1,251,5510,215,27.2,400,1.2,2180,1.1526,Near Saturation,NA,Strong,0.239,0.51,470,0.222,370,1030,30.3,29.5,311.02,78.48,124331,0,400,0.4,0.233,NA,0.3486,NA,NA,NA,NA,55.5,90000,NA,0,0,0,13,0,35106.070587004964
03732b14,11850,21.9,112,5800,255,23.6,NA,0.8,5201,1.3815,Full Saturated,37200,Very Strong,0.22,0.86,1090,0.241,930,480,19.8,39.6,94.99,0.38,181693,0,1913,NA,0.201,0.84,NA,NA,NA,NA,13,10.1,50000,400,NA,NA,100,4,NA,NA
450a411e,9390,19.8,398,4140,214,33.8,170,1.2,780,1.0761,Undersaturated,20600,Very Strong,0.266,0.56,1050,0.201,890,1500,46.5,47,700.18,1327.69,88336,0,126,0.56,0.21,0.71,0.4,NA,1.944,17,30,44,167000,167100,0,0,0,7,0,NA
88c567f1,4380,22,231,1800,176,24.1,140,6.3,942,1.06,Undersaturated,74400,Very Strong,0.137,0.71,550,0.355,260,400,20.9,NA,82.71,9.81,8398,0,102,0.48,0.2621,0.913,0.3899,NA,NA,NA,NA,9.3,38000,11300,0,0,NA,NA,0,59438.278990078834
d53b5fd4,5080,30.1,168,3450,144,24.2,40,15.2,230,1.0267,Highly Undersaturated,32100,Weak,0.236,0.7,270,0.246,200,850,31,37.9,262.99,1515.86,8522,1771.63,NA,0.48,0.3,0.9854,0.3764,3.04,NA,3,4,48.2,74000,107200,0,135900,NA,14,10,34006.357987217576
9291696a,5940,22.3,105,2750,202,27.6,370,2,2009,1.1348,Near Saturation,86200,Medium,0.157,0.68,250,0.355,170,210,10.2,20.4,21.83,0.91,6088,0,279,0.41,NA,0.8216,NA,NA,NA,NA,NA,6.6,18000,1100,0,NA,0,18,0,24161.37773275841
47785e6d,5110,14.8,120,3880,120,13.5,70,883.2,835,1.03,Near Saturation,101500,Weak,0.191,0.55,120,0.416,70,160,8.3,10.6,13.29,277.46,669,288.95,50,NA,0.34,0.9856,0.4429,NA,NA,1,NA,47.4,6200,17400,0,21000,0,12,7,38178.50235988299
260b95d5,9540,25.9,348,5260,209,38,550,0.7,2137,1.1954,Undersaturated,33600,Weak,0.198,0.75,140,0.207,NA,1320,46.4,54.8,612.2,1020.89,253912,1729,415,0.57,0.26,NA,0.509,NA,NA,NA,NA,39.8,114100,119900,0,149600,0,20,11,25508.70955247461
3632dd00,8080,24.2,144,3810,214,25.3,290,2.5,1882,1.1142,Near Saturation,60800,Strong,0.157,0.74,450,0.307,250,390,30.4,30.3,117.57,60.26,40567,0,345,NA,NA,0.699,0.1273,NA,NA,NA,5,38.3,46000,9400,0,NA,0,6,0,81976.54307514313
a7017e8f,6750,27.6,391,3500,199,33.8,280,1.2,1190,1.0993,Undersaturated,45800,Medium,0.186,0.69,250,0.249,180,1640,11,NA,180.09,0.17,37426,0,208,0.3,0.25,0.9884,0.26,NA,NA,6,10,12.8,174200,100,0,0,0,19,0,25800.208712855696
fa615b44,3030,15.2,403,2050,125,19.4,30,50.5,169,1.02,Highly Undersaturated,51800,Medium,0.21,0.71,330,0.312,200,800,17.2,18.1,137.1,6.8,3018,0,NA,0.38,0.31,NA,0.1541,NA,NA,9,11,57.3,74000,1100,0,0,0,10,0,51029.87615335733
e98c1bdf,11710,32.1,196,5870,252,24.7,60,2.8,303,1.049,Highly Undersaturated,2000,Very Strong,0.297,0.65,2430,0.155,2390,1250,48.2,47.4,603.27,1848.52,25087,0,42,NA,NA,0.91,0.348,NA,NA,27,NA,44.8,114000,375300,0,NA,0,5,0,97073.44862763654
e59fe1c3,2860,22.1,209,1860,NA,17,40,155.4,338,1.02,Undersaturated,88400,Medium,0.213,0.5,260,0.39,160,420,15.8,NA,65.71,779.3,2072,839.56,32,0.49,NA,0.984,0.2657,NA,NA,2,3,42.6,39000,57100,0,63500,0,21,9,22691.921733793737
b1ae336a,8490,18.8,207,3860,236,25,200,2.6,1305,1.09,Undersaturated,45100,Very Strong,0.189,0.57,620,0.273,410,440,37.1,43.2,163.78,154.13,25103,0,153,0.53,0.243,0.9683,0.3279,NA,NA,6,10,20.2,54000,39400,0,NA,0,7,0,NA
b094336c,9410,9.2,181,4520,229,16.9,130,9.7,1302,1.07,Near Saturation,50600,Very Strong,0.225,0.76,800,0.303,590,270,36.7,41.1,98.6,663.37,9719,307.18,NA,0.55,NA,0.92,0.26,NA,NA,9,NA,27.6,33000,108900,NA,45300,0,5,1,NA
534e5a9c,2480,12.3,347,1600,137,28.8,200,4.9,1451,1.086,Undersaturated,109300,Weak,0.109,0.84,110,0.412,40,300,28.1,38,84.45,274.14,16952,373.47,201,NA,NA,0.8848,0.369,NA,NA,2,4,18.8,22000,67500,NA,NA,0,20,12,NA
82df60e3,1240,7.4,167,1010,96,16,50,269.1,382,1.021,Undersaturated,117000,Weak,0.136,0.74,170,0.439,80,90,15.7,16,13.5,298.92,473,313.7,35,NA,0.34,0.8217,0.21,NA,NA,NA,NA,42.5,8000,22300,0,38100,0,11,6,NA
4277a5d9,1670,26.1,302,1050,122,25.3,130,7.3,944,1.058,Undersaturated,113800,Medium,0.114,0.58,140,0.425,70,410,11.3,NA,46.56,0.07,36088,0,775,NA,NA,0.867,0.4932,NA,NA,2,NA,21.1,34200,100,NA,0,0,38,NA,NA
8a8fc5c1,7590,21.6,131,4000,190,22.8,100,NA,793,1.05,Undersaturated,51100,Medium,0.236,0.48,440,0.293,350,280,20.1,25.5,57.32,23.13,4510,0,NA,0.43,NA,0.7143,0.28,NA,NA,2,NA,12.8,31000,11300,0,0,0,10,0,50161.34961872245
ee201ee9,3240,28.5,269,2140,126,39.9,460,0.9,1422,1.1457,Undersaturated,NA,Weak,0.162,0.7,120,0.271,90,770,47.3,55.4,364.47,1340.81,126859,1766.68,348,0.62,NA,0.96,0.431,NA,NA,NA,NA,48.3,95000,106500,NA,NA,0,35,20,NA
97e9d382,6290,41,263,3190,165,38.7,860,NA,2890,1.31,Undersaturated,81900,Weak,0.169,0.58,110,0.31,80,1200,39.6,43.7,476.46,1487.9,305869,2110.14,642,0.58,0.2396,0.7901,NA,NA,1.66,NA,2,42.3,88000,144100,100,160100,0,47,41,8987.991949181232
440af68e,3390,16,44,1680,138,13,30,NA,411,1.03,Undersaturated,92400,Strong,0.172,0.74,690,0.414,330,80,15.9,17.5,12.72,226.3,332,235.01,26,0.51,NA,0.948,NA,NA,NA,NA,NA,46,6000,14800,0,15000,NA,8,3,58945.723106992955
c85f4342,10410,7.2,157,5130,219,33.3,350,0.9,1640,1.1322,Undersaturated,28100,Strong,0.255,0.59,520,0.209,410,160,10.4,60.1,16.48,0.09,4279,0,260,0.29,NA,0.869,0.25,NA,NA,4,6,5.1,16000,NA,0,0,0,5,0,86524.44412044715
786c5374,9780,11,84,5090,191,35.3,620,0.6,2370,1.2191,Undersaturated,NA,Medium,0.263,0.63,170,0.236,160,150,27.1,28.1,40.27,2.11,31387,0,779,0.38,0.225,0.775,0.36,NA,NA,1,NA,28.9,12000,400,NA,0,NA,9,0,NA
f332a6f3,9680,16.4,263,5250,209,18,180,10.5,NA,1.0782,Near Saturation,NA,Medium,0.191,0.69,310,0.301,180,540,28,38.2,151.02,296.59,20420,414.13,135,0.49,0.2894,NA,0.425,3.15,NA,4,NA,21.9,40000,69200,0,NA,NA,8,3,NA
d244b1c6,8650,28.3,216,4900,209,42.1,1250,0.2,4462,1.605,Undersaturated,61300,NA,0.186,0.57,120,0.237,110,660,39.1,NA,258.71,0.06,3863397,0,14933,0.24,0.209,NA,0.3254,NA,NA,1,2,37.9,79000,0,300,0,10300,28,6,17384.080023299197
729f08d4,1460,14.2,189,2450,117,37,490,1.8,2231,NA,Undersaturated,118800,Weak,0.102,0.73,120,0.426,NA,170,27,48.5,45.21,6.83,22097,69.55,NA,NA,NA,NA,0.374,NA,NA,1,NA,13.6,12000,11200,0,50300,0,24,16,17816.8179113738
6170429a,4920,21.8,276,2200,167,21,140,7.9,966,1.058,Undersaturated,80600,Strong,0.183,0.71,410,NA,280,630,21.2,22.8,133.41,114.36,23325,0,175,NA,NA,0.86,0.3335,NA,NA,8,13,59.3,70000,20400,0,0,0,9,0,57351.855392649304
56e70185,11020,10.2,160,5390,241,36.3,320,0.7,1376,1.1267,Undersaturated,11500,Very Strong,0.254,0.68,780,0.173,660,270,52.8,NA,143.96,621.07,34463,0,239,NA,NA,0.9681,0.16,NA,NA,7,9,58.6,23000,NA,0,0,0,4,0,114111.61749958119
ed25f756,3460,14.3,64,1950,149,31.7,320,1.5,1782,1.11,Undersaturated,105600,Strong,0.144,0.54,290,0.395,180,50,31.5,31.6,16.72,17.35,12578,0,752,0.56,NA,0.889,NA,NA,1.8,1,NA,50.2,4000,3100,0,0,NA,15,0,29936.5827779111
f043e115,3170,19,269,2200,115,19.1,110,56.8,878,1.04,Undersaturated,102100,Weak,0.167,0.56,120,0.406,70,400,28.1,32.8,111.95,703.76,9090,822.29,81,0.57,NA,NA,0.123,NA,NA,1,3,49.3,37000,46800,0,NA,0,20,10,NA
e7074d07,7170,13,82,3590,193,37.6,70,1.3,182,1.04,Highly Undersaturated,9100,Strong,0.279,0.75,720,0.171,NA,270,40,46,108.78,101.53,5462,0,50,NA,0.23,NA,0.395,NA,NA,2,NA,37.7,33000,18400,0,0,NA,9,0,48835.722924774745
3c106751,7120,14.9,255,4250,175,38.9,310,1.1,1083,1.1,Undersaturated,36000,Weak,0.234,0.63,140,0.211,100,700,40.7,54.3,284.27,193.31,65393,499.35,230,0.53,NA,0.8273,NA,NA,NA,NA,3,19.6,73800,68100,0,96600,0,14,10,NA
ea581391,4400,29.9,126,5200,110,43.8,1630,0.4,4730,1.59,Undersaturated,79900,Weak,0.201,0.78,20,0.231,20,660,52.2,57.1,347.15,266.38,5067317,779.01,14597,NA,0.255,NA,NA,2.56,1.82,NA,0,56.3,53000,33800,300,86400,300,170,241,2606.494747599936
4955a818,4380,9.1,138,5600,128,48.5,1730,NA,5086,1.411,Undersaturated,91700,None,0.133,0.57,40,0.285,30,90,58.9,62.6,51.13,228.62,88240,323.77,1726,0.7,0.2526,NA,0.24,NA,NA,NA,0,59.2,7000,20700,0,21800,0,32,26,NA
929363bf,3780,8.2,269,2580,135,31,90,5.6,385,1.03,Highly Undersaturated,55600,Weak,0.22,0.47,150,0.284,120,210,40.7,47.5,84.35,552,5677,636.96,67,0.57,0.2872,NA,0.3991,NA,2.19,NA,2,54.8,16000,34300,0,36500,0,10,6,44968.726914125145
bccbda6a,11460,NA,140,5540,252,38,210,0.8,940,1.0937,Undersaturated,NA,Very Strong,0.286,0.64,1740,0.162,1560,620,56.9,NA,351.32,787.36,55907,0,159,0.63,0.2,NA,0.18,NA,2.3,9,14,31.7,65000,132900,NA,0,0,6,0,83833.61339584517
e607fa97,1970,6.3,329,1480,108,19,130,48.9,1331,1.049,Near Saturation,121200,Weak,0.135,0.72,90,0.441,60,140,17.3,20.4,24.38,242.39,3086,269.73,127,NA,0.32,0.8335,0.23,NA,NA,NA,NA,26.1,16800,30500,0,50900,0,14,7,35364.90812164432
9549c205,6390,13.9,208,3820,164,23.4,360,4.2,NA,1.12,Near Saturation,91700,Weak,0.173,0.54,100,0.363,80,230,2.7,NA,6.2,0,2117,0.65,342,0.24,0.2829,NA,NA,NA,2.611,1,NA,54.6,21000,0,NA,43200,16000,12,13,39958.65590462781
b045d29d,2870,16.6,422,3920,126,38.2,950,0.9,3548,1.21,Undersaturated,114900,Weak,0.116,0.75,40,0.395,30,420,32.5,46.5,136.88,34.86,981436,191.77,7170,0.54,NA,0.71,NA,NA,NA,NA,2,25.8,38000,38400,100,145800,NA,49,42,9289.011423374592
e1914837,5230,32.7,207,2460,176,25.6,190,NA,1276,1.0734,NA,78300,Medium,0.15,0.52,380,0.353,190,380,11.5,NA,43.27,3.93,6052,0,140,0.42,0.2674,0.82,0.24,NA,1.82,3,NA,7.4,39900,2900,0,NA,0,9,NA,NA
a4d576c1,7330,8.5,137,3360,202,34.8,210,0.9,802,1.08,Highly Undersaturated,27400,Strong,0.245,0.69,500,0.206,420,240,47.1,52.8,110.68,92.94,17478,0,158,0.56,0.22,NA,0.33,NA,2.018,3,NA,41,24000,14600,0,0,NA,7,0,72453.45360619083
786e59a1,4390,29.2,35,1920,176,12.3,NA,157.3,154,1.028,Highly Undersaturated,58100,Very Strong,0.197,0.87,1830,0.373,NA,130,21.2,22.9,26.82,460.45,295,458.61,11,0.51,NA,0.659,0.425,NA,2.905,NA,NA,49.6,14000,31700,NA,30700,NA,6,2,NA
4b8117c6,6070,33.7,87,2270,224,17.9,160,5.1,1293,1.08,Near Saturation,67400,Very Strong,0.132,0.69,840,0.345,400,230,22.6,29.7,51.87,55.58,6325,0,122,0.48,NA,NA,0.49,NA,NA,3,NA,17.9,17000,15700,0,0,0,9,NA,NA
61a1a36b,9490,15.2,266,5350,190,13.4,20,123.7,178,1.0303,Highly Undersaturated,20000,Medium,0.288,0.74,910,0.245,720,840,14.2,24.1,119.4,471.99,1479,178.9,12,0.35,0.303,0.9648,0.479,NA,NA,16,17,9.9,85000,255400,0,90400,0,5,1,102025.97867191653
17e38f48,10800,16.3,194,5450,209,26.9,1060,0.6,4750,1.4,Full Saturated,75100,Medium,0.222,0.47,220,0.306,180,340,29.7,35.1,102.26,0.3,904491,0,8845,0.33,0.23,0.7888,0.393,NA,NA,1,NA,36.3,33500,100,100,0,NA,NA,3,44777.04045757577
7b510788,5020,31.2,225,3440,137,21.6,110,19.5,759,1.04,Undersaturated,NA,Weak,0.182,0.76,140,0.331,100,800,25.7,30.9,206.35,657.35,16926,867.94,82,NA,0.31,NA,0.37,NA,NA,2,4,27.2,89100,94700,0,130100,0,25,11,17180.59834699519
7c8a43e2,1060,29.3,179,820,107,22.7,110,18.1,583,1.034,Undersaturated,120500,Weak,0.109,0.66,200,0.442,NA,250,20.2,25.3,50.15,293.34,4036,350.11,80,0.56,NA,NA,0.37,NA,1.605,NA,3,22.9,28000,51000,0,86700,NA,29,13,14266.599820093012
7dc5086d,9000,12.3,256,4870,188,38.4,420,0.7,1478,1.1439,Undersaturated,30300,Medium,0.271,0.55,170,0.195,160,460,44.2,51.2,202.51,209.7,64260,418.41,317,0.55,0.2273,0.9,0.236,NA,NA,2,NA,23.8,43000,49600,0,57200,0,11,NA,46270.768372012855
796ce4e4,7110,23,199,3660,186,16.4,180,15.6,1650,1.07,Near Saturation,87500,Medium,0.204,0.73,290,0.375,220,520,17.9,21.1,92.82,54.88,12477,0,134,0.45,NA,NA,0.4841,2.813,NA,NA,4,23.6,40000,16700,0,0,0,10,0,46785.465199658065
0b6e78fc,5840,4.5,223,3830,150,31,180,3.3,803,1.06,Undersaturated,54100,Weak,0.218,0.82,120,0.268,100,160,40.8,46.4,66.49,324.81,8745,389.19,132,0.56,0.28,0.9135,0.39,NA,NA,NA,NA,44.9,15000,26000,0,26800,0,9,4,46469.826968730194
99b16e7e,4690,30,384,2290,157,13.8,130,61.3,1560,1.056,Near Saturation,107800,NA,0.14,0.63,360,0.427,160,800,18.4,NA,146.77,813.89,14184,931.17,97,0.53,NA,0.88,0.2237,NA,NA,NA,7,33.1,72100,86400,0,90100,NA,12,5,NA
64db1356,5210,27.5,294,3030,148,16.7,20,109.4,180,1.0245,Highly Undersaturated,NA,NA,0.265,0.75,660,0.3,NA,1420,25.1,30.4,355.72,2865.33,6140,3049.67,17,0.47,NA,0.9588,0.1831,NA,NA,14,18,51.5,125000,175900,0,180800,0,8,3,58395.784353600175
d27e0650,10500,17.1,155,5190,224,32.4,400,1.1,2019,1.15,Undersaturated,36500,Strong,0.243,0.69,440,0.23,390,490,33,35.7,161.36,102.55,47942,0,297,NA,0.23,NA,NA,NA,NA,3,NA,21,37000,25000,NA,0,0,8,0,NA
ed82b22b,10680,NA,206,5540,221,16.6,30,19.8,NA,1.039,Highly Undersaturated,11100,Very Strong,0.293,0.36,1350,0.198,NA,350,27,38.5,93.04,421.24,2264,132.88,24,0.41,0.258,0.832,0.34,NA,NA,NA,NA,14.3,43000,146600,0,44800,0,5,1,102052.8096009919
b3377a7e,9460,20.8,132,5220,208,30.2,570,1.2,2748,1.2,Near Saturation,59900,NA,0.187,0.76,130,0.274,90,410,38.5,44.3,156.66,251.12,66856,428.32,427,NA,0.27,0.752,0.408,NA,NA,1,NA,42.8,24400,26600,0,33600,NA,12,NA,NA
04dd24f7,9180,20.8,323,4520,225,29.2,180,1.9,1005,1.078,Undersaturated,29200,Medium,0.235,0.77,620,0.224,480,1130,34.9,45.4,392.88,161.34,53618,0,136,NA,0.24,0.83,NA,NA,2.9,NA,NA,15.4,NA,72200,0,0,0,7,0,63720.96130588574
773653cd,8680,32.2,481,5260,196,42.4,1340,0.2,4771,1.58,Undersaturated,66500,Medium,0.157,0.65,110,0.254,100,1710,24.4,49.8,415.62,0,1467341,0,3530,0.25,NA,0.955,0.35,NA,NA,NA,NA,11.9,156000,NA,700,0,NA,18,4,23289.492775083636
5e130edf,9840,5.1,139,4930,221,21.8,210,4.2,1577,1.0887,Near Saturation,45800,Medium,0.226,0.57,510,0.274,410,90,43.5,44.2,38.91,152.8,6080,0,156,0.58,NA,0.8767,0.399,NA,NA,4,4,33.2,9000,31100,NA,0,0,4,0,107280.37693631777
670f1b18,6990,NA,271,NA,176,27.1,NA,2.3,1810,1.1165,Near Saturation,75300,Medium,0.187,0.47,210,0.325,150,900,16.3,18,147,5.27,83460,0,568,0.37,NA,0.73,0.338,NA,NA,2,4,22,100800,1000,0,0,NA,25,0,NA
6f28ff66,10240,20.2,206,5520,184,37.1,270,1.1,1119,1.0985,Undersaturated,19900,Medium,0.279,0.46,210,0.184,200,530,13.7,49.7,72.86,0.34,14745,63.72,202,0.29,NA,0.9091,0.27,NA,2.84,2,NA,7.8,42000,1000,0,45400,NA,11,7,NA
c8c0bb7c,11300,27.7,245,5640,231,27.7,1050,0.6,4889,1.406,Full Saturated,52800,Strong,0.18,0.5,300,0.264,240,700,21.8,43.3,151.78,2.64,337358,0,2223,0.29,0.234,0.781,0.34,NA,NA,NA,4,8.7,86600,1700,200,0,800,6,1,70225.78014472383
43a6f3b8,3490,25.3,465,2380,129,20.7,160,NA,1010,NA,Undersaturated,103100,Weak,0.203,0.72,190,0.397,NA,1530,24.9,27.7,379.34,2879.74,45191,3280.52,119,0.55,0.294,NA,0.333,NA,NA,5,6,57.3,130800,162600,0,239700,0,20,NA,25527.166793023353
827bca9b,5840,30.8,171,2760,180,11.9,NA,184.2,482,1.0326,Undersaturated,91200,Very Strong,0.204,0.63,1040,0.418,500,540,21,23.5,112.67,1098.41,2943,1017.46,26,0.54,0.2963,0.95,0.3236,NA,NA,NA,NA,39.7,55000,95200,0,82900,0,7,2,59755.39354746663
c98c1ff6,7380,20.2,282,4490,156,44.1,680,0.6,2103,1.226,Undersaturated,42900,Weak,0.244,0.66,130,0.204,120,850,17.7,54.4,150.33,3,77172,177.81,513,0.34,NA,0.798,0.4173,3.694,NA,2,3,7,92400,7700,0,126300,0,25,13,19929.645419499837
0eff9ea6,5180,33.3,331,3290,130,NA,30,258,255,1.0245,Highly Undersaturated,61000,Medium,0.258,0.59,400,0.341,270,1430,17.1,23.8,245.37,873.06,5381,1063.68,22,0.45,0.304,NA,NA,NA,NA,5,NA,21.3,153000,163200,NA,171500,NA,17,NA,29523.285275674425
24dd20de,8140,6.5,102,3470,223,18.9,140,7.7,1287,1.071,Near Saturation,60200,Very Strong,0.194,0.44,970,0.328,620,40,32.7,36.4,13.8,177.39,1468,0,106,0.54,NA,0.86,0.36,NA,NA,NA,4,49.8,5000,18400,0,0,0,4,0,116710.60972417763
8ef5c26c,10640,26.4,234,5030,235,19.5,490,1.9,4588,1.2545,Full Saturated,83100,NA,0.153,0.4,250,0.351,160,310,17.6,25.1,55.01,0.32,272444,0,4952,0.38,0.254,0.845,0.442,NA,NA,2,3,18.2,37000,200,NA,0,400,7,1,63528.84956016954
90963d90,2680,37.3,48,1710,116,16.1,100,123.5,956,1.0353,Near Saturation,111600,Weak,0.157,0.36,150,0.429,80,90,20,24.4,18.22,260.2,1341,279.89,NA,0.54,0.311,0.68,0.28,NA,NA,NA,NA,51.8,10000,15400,0,22100,NA,46,28,9286.002161683713
4a83aa83,2980,33.1,47,3900,107,47.1,1100,0.6,3549,1.29,Undersaturated,66300,None,0.181,0.56,30,NA,30,170,54.4,NA,94.18,368.31,852393,493.63,9050,0.58,0.238,0.9856,0.397,NA,NA,0,NA,47.6,17000,33700,100,36000,100,NA,186,2387.7478647060343
760e591e,6910,38.1,103,2490,193,NA,90,5.9,707,1.05,Undersaturated,50800,Very Strong,0.226,0.57,1430,0.307,1160,510,14.9,30.1,76.42,15.23,5303,0,69,0.41,NA,0.81,0.3837,NA,NA,NA,10,7.6,39000,26600,0,NA,0,9,0,55278.97924730787
